Timestamp,Sample,Mode,SenseWire,SourceMode,SourceSetpoint,Voltage_V,Current_A,Resistance_Ohm,Power_W,ComplianceLimit,ComplianceTrip,Elapsed_s,Status,Raw
"2026-08-26T04:13:04.950Z","a","time","4","VOLT","9","9","0.00290206","3101.2453222883055","0.026118540000000003","1","false","5.945","4215812","+9.000000E+00,+2.902060E-03,+1.670371E+03,+4.215812E+06"
"2026-08-26T04:13:05.158Z","a","time","4","VOLT","9","9","0.002847128","3161.080218381471","0.025624152","1","false","6.153","4215812","+9.000000E+00,+2.847128E-03,+1.670584E+03,+4.215812E+06"
"2026-08-26T04:13:05.350Z","a","time","4","VOLT","9","9","0.002829352","3180.940370798685","0.025464168","1","false","6.345","4215812","+9.000000E+00,+2.829352E-03,+1.670771E+03,+4.215812E+06"
"2026-08-26T04:13:05.574Z","a","time","4","VOLT","9","9","0.002763872","3256.301304836114","0.024874848","1","false","6.569","4215812","+9.000000E+00,+2.763872E-03,+1.670979E+03,+4.215812E+06"
"2026-08-26T04:13:05.765Z","a","time","4","VOLT","9","9","0.002717256","3312.1649193156627","0.024455304","1","false","6.76","4215812","+9.000000E+00,+2.717256E-03,+1.671173E+03,+4.215812E+06"
"2026-08-26T04:13:05.989Z","a","time","4","VOLT","9","9","0.002672516","3367.613140576146","0.024052644","1","false","6.984","4215812","+9.000000E+00,+2.672516E-03,+1.671384E+03,+4.215812E+06"
"2026-08-26T04:13:06.181Z","a","time","4","VOLT","9","9","0.002655481","3389.216492228715","0.023899329","1","false","7.176","4215812","+9.000000E+00,+2.655481E-03,+1.671584E+03,+4.215812E+06"
"2026-08-26T04:13:06.388Z","a","time","4","VOLT","9","9","0.002600385","3461.0259634631025","0.023403465000000002","1","false","7.384","4215812","+9.000000E+00,+2.600385E-03,+1.671788E+03,+4.215812E+06"
"2026-08-26T04:13:06.596Z","a","time","4","VOLT","9","9","0.00256275","3511.852502194908","0.02306475","1","false","7.591","4215812","+9.000000E+00,+2.562750E-03,+1.671985E+03,+4.215812E+06"
"2026-08-26T04:13:06.804Z","a","time","4","VOLT","9","9","0.002531","3555.906756222837","0.022778999999999997","1","false","7.799","4215812","+9.000000E+00,+2.531000E-03,+1.672181E+03,+4.215812E+06"
"2026-08-26T04:13:07.012Z","a","time","4","VOLT","9","9","0.002518433","3573.6507582294225","0.022665897","1","false","8.007","4215812","+9.000000E+00,+2.518433E-03,+1.672388E+03,+4.215812E+06"
"2026-08-26T04:13:07.220Z","a","time","4","VOLT","9","9","0.002472667","3639.7946023463733","0.022254003","1","false","8.215","4215812","+9.000000E+00,+2.472667E-03,+1.672586E+03,+4.215812E+06"
"2026-08-26T04:13:07.427Z","a","time","4","VOLT","9","9","0.002442016","3685.479538217604","0.021978143999999998","1","false","8.422","4215812","+9.000000E+00,+2.442016E-03,+1.672799E+03,+4.215812E+06"
"2026-08-26T04:13:07.635Z","a","time","4","VOLT","9","9","0.00243505","3696.0226689390365","0.02191545","1","false","8.63","4215812","+9.000000E+00,+2.435050E-03,+1.673008E+03,+4.215812E+06"
"2026-08-26T04:13:07.843Z","a","time","4","VOLT","9","9","0.002383853","3775.400580488814","0.021454677","1","false","8.838","4215812","+9.000000E+00,+2.383853E-03,+1.673209E+03,+4.215812E+06"
"2026-08-26T04:13:08.050Z","a","time","4","VOLT","9","9","0.002360262","3813.135999308551","0.021242358000000003","1","false","9.045","4215812","+9.000000E+00,+2.360262E-03,+1.673403E+03,+4.215812E+06"
"2026-08-26T04:13:08.259Z","a","time","4","VOLT","9","9","0.002360436","3812.854913244841","0.021243924","1","false","9.254","4215812","+9.000000E+00,+2.360436E-03,+1.673609E+03,+4.215812E+06"
"2026-08-26T04:13:08.450Z","a","time","4","VOLT","9","9","0.002337614","3850.079611090625","0.021038526000000002","1","false","9.445","4215812","+9.000000E+00,+2.337614E-03,+1.673805E+03,+4.215812E+06"
"2026-08-26T04:13:08.674Z","a","time","4","VOLT","9","9","0.002310749","3894.841023408427","0.020796741","1","false","9.669","4215812","+9.000000E+00,+2.310749E-03,+1.674012E+03,+4.215812E+06"
"2026-08-26T04:13:08.881Z","a","time","4","VOLT","9","9","0.002279347","3948.499285102268","0.020514123000000002","1","false","9.876","4215812","+9.000000E+00,+2.279347E-03,+1.674214E+03,+4.215812E+06"
"2026-08-26T04:13:09.089Z","a","time","4","VOLT","9","9","0.002253471","3993.838837952652","0.020281239","1","false","10.084","4215812","+9.000000E+00,+2.253471E-03,+1.674416E+03,+4.215812E+06"
"2026-08-26T04:13:09.297Z","a","time","4","VOLT","9","9","0.002252678","3995.2447708904688","0.020274102000000002","1","false","10.292","4215812","+9.000000E+00,+2.252678E-03,+1.674619E+03,+4.215812E+06"
"2026-08-26T04:13:09.489Z","a","time","4","VOLT","9","9","0.00221177","4069.1391962093708","0.019905930000000002","1","false","10.484","4215812","+9.000000E+00,+2.211770E-03,+1.674819E+03,+4.215812E+06"
"2026-08-26T04:13:09.713Z","a","time","4","VOLT","9","9","0.002218474","4056.8426765425247","0.019966265999999996","1","false","10.708","4215812","+9.000000E+00,+2.218474E-03,+1.675024E+03,+4.215812E+06"
"2026-08-26T04:13:09.904Z","a","time","4","VOLT","9","9","0.002199652","4091.556300723933","0.019796868","1","false","10.899","4215812","+9.000000E+00,+2.199652E-03,+1.675221E+03,+4.215812E+06"
"2026-08-26T04:13:10.129Z","a","time","4","VOLT","9","9","0.002186005","4117.0994576865105","0.019674045","1","false","11.124","4215812","+9.000000E+00,+2.186005E-03,+1.675431E+03,+4.215812E+06"
"2026-08-26T04:13:10.336Z","a","time","4","VOLT","9","9","0.00214455","4196.684619150871","0.019300949999999997","1","false","11.331","4215812","+9.000000E+00,+2.144550E-03,+1.675635E+03,+4.215812E+06"
"2026-08-26T04:13:10.543Z","a","time","4","VOLT","9","9","0.002144354","4197.06820795447","0.019299186","1","false","11.538","4215812","+9.000000E+00,+2.144354E-03,+1.675841E+03,+4.215812E+06"
"2026-08-26T04:13:10.751Z","a","time","4","VOLT","9","9","0.00211565","4254.011769432562","0.01904085","1","false","11.746","4215812","+9.000000E+00,+2.115650E-03,+1.676043E+03,+4.215812E+06"
"2026-08-26T04:13:10.959Z","a","time","4","VOLT","9","9","0.00210122","4283.225935408953","0.01891098","1","false","11.954","4215812","+9.000000E+00,+2.101220E-03,+1.676253E+03,+4.215812E+06"
"2026-08-26T04:13:11.166Z","a","time","4","VOLT","9","9","0.002087227","4311.941154459961","0.018785043","1","false","12.161","4215812","+9.000000E+00,+2.087227E-03,+1.676451E+03,+4.215812E+06"
"2026-08-26T04:13:11.374Z","a","time","4","VOLT","9","9","0.002078773","4329.477052087938","0.018708957","1","false","12.369","4215812","+9.000000E+00,+2.078773E-03,+1.676659E+03,+4.215812E+06"
"2026-08-26T04:13:11.582Z","a","time","4","VOLT","9","9","0.002078166","4330.741625067487","0.018703494","1","false","12.577","4215812","+9.000000E+00,+2.078166E-03,+1.676853E+03,+4.215812E+06"
"2026-08-26T04:13:11.789Z","a","time","4","VOLT","9","9","0.002061481","4365.793330134986","0.018553329","1","false","12.784","4215812","+9.000000E+00,+2.061481E-03,+1.677057E+03,+4.215812E+06"
"2026-08-26T04:13:11.997Z","a","time","4","VOLT","9","9","0.002038267","4415.515729784175","0.018344403","1","false","12.992","4215812","+9.000000E+00,+2.038267E-03,+1.677267E+03,+4.215812E+06"
"2026-08-26T04:13:12.205Z","a","time","4","VOLT","9","9","0.002049937","4390.3788262761245","0.018449433","1","false","13.2","4215812","+9.000000E+00,+2.049937E-03,+1.677468E+03,+4.215812E+06"
"2026-08-26T04:13:12.413Z","a","time","4","VOLT","9","9","0.002036771","4418.758908095215","0.018330939","1","false","13.408","4215812","+9.000000E+00,+2.036771E-03,+1.677666E+03,+4.215812E+06"
"2026-08-26T04:13:12.604Z","a","time","4","VOLT","9","9","0.00200367","4491.757624758568","0.01803303","1","false","13.599","4215812","+9.000000E+00,+2.003670E-03,+1.677866E+03,+4.215812E+06"
"2026-08-26T04:13:12.828Z","a","time","4","VOLT","9","9","0.00199465","4512.069786679367","0.017951850000000002","1","false","13.823","4215812","+9.000000E+00,+1.994650E-03,+1.678078E+03,+4.215812E+06"
"2026-08-26T04:13:13.036Z","a","time","4","VOLT","9","9","0.001983425","4537.605404792215","0.017850825","1","false","14.031","4215812","+9.000000E+00,+1.983425E-03,+1.678273E+03,+4.215812E+06"
"2026-08-26T04:13:13.244Z","a","time","4","VOLT","9","9","0.001978093","4549.836635587912","0.017802837000000002","1","false","14.239","4215812","+9.000000E+00,+1.978093E-03,+1.678484E+03,+4.215812E+06"
"2026-08-26T04:13:13.468Z","a","time","4","VOLT","9","9","0.001965594","4578.768555459571","0.017690346000000003","1","false","14.463","4215812","+9.000000E+00,+1.965594E-03,+1.678696E+03,+4.215812E+06"
"2026-08-26T04:13:13.659Z","a","time","4","VOLT","9","9","0.001953779","4606.4575369066815","0.017584011","1","false","14.654","4215812","+9.000000E+00,+1.953779E-03,+1.678896E+03,+4.215812E+06"
"2026-08-26T04:13:13.883Z","a","time","4","VOLT","9","9","0.001945992","4624.8905442571195","0.017513927999999998","1","false","14.878","4215812","+9.000000E+00,+1.945992E-03,+1.679108E+03,+4.215812E+06"
"2026-08-26T04:13:14.075Z","a","time","4","VOLT","9","9","0.001939188","4641.117828699435","0.017452692","1","false","15.07","4215812","+9.000000E+00,+1.939188E-03,+1.679305E+03,+4.215812E+06"
"2026-08-26T04:13:14.298Z","a","time","4","VOLT","9","9","0.001929074","4665.450884725003","0.017361666","1","false","15.293","4215812","+9.000000E+00,+1.929074E-03,+1.679513E+03,+4.215812E+06"
"2026-08-26T04:13:14.490Z","a","time","4","VOLT","9","9","0.001921339","4684.2332352593685","0.017292051","1","false","15.485","4215812","+9.000000E+00,+1.921339E-03,+1.679709E+03,+4.215812E+06"
"2026-08-26T04:13:14.714Z","a","time","4","VOLT","9","9","0.001913671","4703.002762752845","0.017223039","1","false","15.709","4215812","+9.000000E+00,+1.913671E-03,+1.679920E+03,+4.215812E+06"
"2026-08-26T04:13:14.905Z","a","time","4","VOLT","9","9","0.001903345","4728.5174259001915","0.017130105","1","false","15.9","4215812","+9.000000E+00,+1.903345E-03,+1.680121E+03,+4.215812E+06"
"2026-08-26T04:13:15.129Z","a","time","4","VOLT","9","9","0.001893606","4752.836651341409","0.017042454","1","false","16.124","4215812","+9.000000E+00,+1.893606E-03,+1.680330E+03,+4.215812E+06"
"2026-08-26T04:13:15.321Z","a","time","4","VOLT","9","9","0.001890486","4760.680586896703","0.017014374","1","false","16.316","4215812","+9.000000E+00,+1.890486E-03,+1.680522E+03,+4.215812E+06"
"2026-08-26T04:13:15.529Z","a","time","4","VOLT","9","9","0.001901969","4731.938322864357","0.017117721000000002","1","false","16.524","4215812","+9.000000E+00,+1.901969E-03,+1.680729E+03,+4.215812E+06"
"2026-08-26T04:13:15.753Z","a","time","4","VOLT","9","9","0.001871233","4809.6629334775525","0.016841097","1","false","16.748","4215812","+9.000000E+00,+1.871233E-03,+1.680935E+03,+4.215812E+06"
"2026-08-26T04:13:15.945Z","a","time","4","VOLT","9","9","0.001871429","4809.159204009343","0.016842861","1","false","16.94","4215812","+9.000000E+00,+1.871429E-03,+1.681134E+03,+4.215812E+06"
"2026-08-26T04:13:16.168Z","a","time","4","VOLT","9","9","0.001865119","4825.429369386082","0.016786071","1","false","17.163","4215812","+9.000000E+00,+1.865119E-03,+1.681346E+03,+4.215812E+06"
"2026-08-26T04:13:16.360Z","a","time","4","VOLT","9","9","0.001866149","4822.7660277930645","0.016795341000000002","1","false","17.355","4215812","+9.000000E+00,+1.866149E-03,+1.681542E+03,+4.215812E+06"
"2026-08-26T04:13:16.584Z","a","time","4","VOLT","9","9","0.00184456","4879.2123866938455","0.01660104","1","false","17.579","4215812","+9.000000E+00,+1.844560E-03,+1.681751E+03,+4.215812E+06"
"2026-08-26T04:13:16.792Z","a","time","4","VOLT","9","9","0.001858596","4842.36488187858","0.016727363999999998","1","false","17.787","4215812","+9.000000E+00,+1.858596E-03,+1.681951E+03,+4.215812E+06"
"2026-08-26T04:13:16.999Z","a","time","4","VOLT","9","9","0.001833721","4908.053078958032","0.016503489","1","false","17.994","4215812","+9.000000E+00,+1.833721E-03,+1.682159E+03,+4.215812E+06"
"2026-08-26T04:13:17.207Z","a","time","4","VOLT","9","9","0.001822528","4938.195736910489","0.016402752","1","false","18.202","4215812","+9.000000E+00,+1.822528E-03,+1.682370E+03,+4.215812E+06"
"2026-08-26T04:13:17.415Z","a","time","4","VOLT","9","9","0.00181599","4955.9744271719555","0.01634391","1","false","18.41","4215812","+9.000000E+00,+1.815990E-03,+1.682563E+03,+4.215812E+06"
"2026-08-26T04:13:17.622Z","a","time","4","VOLT","9","9","0.001809531","4973.664446754435","0.016285779","1","false","18.617","4215812","+9.000000E+00,+1.809531E-03,+1.682778E+03,+4.215812E+06"
"2026-08-26T04:13:17.830Z","a","time","4","VOLT","9","9","0.00180399","4988.941180383483","0.01623591","1","false","18.825","4215812","+9.000000E+00,+1.803990E-03,+1.682974E+03,+4.215812E+06"
"2026-08-26T04:13:18.038Z","a","time","4","VOLT","9","9","0.001801488","4995.870080733261","0.016213392","1","false","19.033","4215812","+9.000000E+00,+1.801488E-03,+1.683181E+03,+4.215812E+06"
"2026-08-26T04:13:18.245Z","a","time","4","VOLT","9","9","0.001790746","5025.838393608027","0.016116714","1","false","19.24","4215812","+9.000000E+00,+1.790746E-03,+1.683380E+03,+4.215812E+06"
"2026-08-26T04:13:18.453Z","a","time","4","VOLT","9","9","0.001801102","4996.940761822484","0.016209918","1","false","19.448","4215812","+9.000000E+00,+1.801102E-03,+1.683579E+03,+4.215812E+06"
"2026-08-26T04:13:18.661Z","a","time","4","VOLT","9","9","0.00177919","5058.481668624487","0.01601271","1","false","19.656","4215812","+9.000000E+00,+1.779190E-03,+1.683787E+03,+4.215812E+06"
"2026-08-26T04:13:18.869Z","a","time","4","VOLT","9","9","0.001781037","5053.235839569868","0.016029333","1","false","19.864","4215812","+9.000000E+00,+1.781037E-03,+1.683984E+03,+4.215812E+06"
"2026-08-26T04:13:19.076Z","a","time","4","VOLT","9","9","0.001766135","5095.873192026657","0.015895215","1","false","20.071","4215812","+9.000000E+00,+1.766135E-03,+1.684191E+03,+4.215812E+06"
"2026-08-26T04:13:19.285Z","a","time","4","VOLT","9","9","0.001779139","5058.626672789479","0.016012250999999998","1","false","20.28","4215812","+9.000000E+00,+1.779139E-03,+1.684394E+03,+4.215812E+06"
"2026-08-26T04:13:19.492Z","a","time","4","VOLT","9","9","0.001756278","5124.473460351949","0.015806502","1","false","20.487","4215812","+9.000000E+00,+1.756278E-03,+1.684599E+03,+4.215812E+06"
"2026-08-26T04:13:19.700Z","a","time","4","VOLT","9","9","0.001753308","5133.154015153071","0.015779772","1","false","20.695","4215812","+9.000000E+00,+1.753308E-03,+1.684800E+03,+4.215812E+06"
"2026-08-26T04:13:19.907Z","a","time","4","VOLT","9","9","0.001748228","5148.069931381948","0.015734052000000002","1","false","20.902","4215812","+9.000000E+00,+1.748228E-03,+1.685012E+03,+4.215812E+06"
"2026-08-26T04:13:20.116Z","a","time","4","VOLT","9","9","0.001741882","5166.825307339992","0.015676937999999998","1","false","21.111","4215812","+9.000000E+00,+1.741882E-03,+1.685206E+03,+4.215812E+06"
"2026-08-26T04:13:20.323Z","a","time","4","VOLT","9","9","0.001733783","5190.961037223228","0.015604047","1","false","21.318","4215812","+9.000000E+00,+1.733783E-03,+1.685418E+03,+4.215812E+06"
"2026-08-26T04:13:20.530Z","a","time","4","VOLT","9","9","0.001742702","5164.394141970342","0.015684318","1","false","21.525","4215812","+9.000000E+00,+1.742702E-03,+1.685615E+03,+4.215812E+06"
"2026-08-26T04:13:20.738Z","a","time","4","VOLT","9","9","0.001720943","5229.690931076741","0.015488486999999999","1","false","21.733","4215812","+9.000000E+00,+1.720943E-03,+1.685824E+03,+4.215812E+06"
"2026-08-26T04:13:20.946Z","a","time","4","VOLT","9","9","0.001719433","5234.2836272189725","0.015474897","1","false","21.941","4215812","+9.000000E+00,+1.719433E-03,+1.686021E+03,+4.215812E+06"
"2026-08-26T04:13:21.153Z","a","time","4","VOLT","9","9","0.001712287","5256.128207479237","0.015410583","1","false","22.148","4215812","+9.000000E+00,+1.712287E-03,+1.686233E+03,+4.215812E+06"
"2026-08-26T04:13:21.345Z","a","time","4","VOLT","9","9","0.001723977","5220.487280282741","0.015515793","1","false","22.34","4215812","+9.000000E+00,+1.723977E-03,+1.686420E+03,+4.215812E+06"
"2026-08-26T04:13:21.569Z","a","time","4","VOLT","9","9","0.001719275","5234.764653705777","0.015473474999999999","1","false","22.564","4215812","+9.000000E+00,+1.719275E-03,+1.686628E+03,+4.215812E+06"
"2026-08-26T04:13:21.761Z","a","time","4","VOLT","9","9","0.001715291","5246.923116835569","0.015437619000000001","1","false","22.756","4215812","+9.000000E+00,+1.715291E-03,+1.686823E+03,+4.215812E+06"
"2026-08-26T04:13:21.984Z","a","time","4","VOLT","9","9","0.001709052","5266.077334101011","0.015381467999999999","1","false","22.979","4215812","+9.000000E+00,+1.709052E-03,+1.687036E+03,+4.215812E+06"
"2026-08-26T04:13:22.176Z","a","time","4","VOLT","9","9","0.001698599","5298.484221408348","0.015287391000000001","1","false","23.171","4215812","+9.000000E+00,+1.698599E-03,+1.687229E+03,+4.215812E+06"
"2026-08-26T04:13:22.384Z","a","time","4","VOLT","9","9","0.001680059","5356.954725994742","0.015120531","1","false","23.379","4215812","+9.000000E+00,+1.680059E-03,+1.687436E+03,+4.215812E+06"
"2026-08-26T04:13:22.592Z","a","time","4","VOLT","9","9","0.00169157","5320.501072967716","0.01522413","1","false","23.587","4215812","+9.000000E+00,+1.691570E-03,+1.687638E+03,+4.215812E+06"
"2026-08-26T04:13:22.800Z","a","time","4","VOLT","9","9","0.001691051","5322.133986497154","0.015219459000000001","1","false","23.795","4215812","+9.000000E+00,+1.691051E-03,+1.687834E+03,+4.215812E+06"
"2026-08-26T04:13:23.008Z","a","time","4","VOLT","9","9","0.001678601","5361.607672103138","0.015107409","1","false","24.003","4215812","+9.000000E+00,+1.678601E-03,+1.688044E+03,+4.215812E+06"
"2026-08-26T04:13:23.215Z","a","time","4","VOLT","9","9","0.001672683","5380.577192450692","0.015054146999999999","1","false","24.21","4215812","+9.000000E+00,+1.672683E-03,+1.688238E+03,+4.215812E+06"
"2026-08-26T04:13:23.423Z","a","time","4","VOLT","9","9","0.001664535","5406.915444853968","0.014980815","1","false","24.418","4215812","+9.000000E+00,+1.664535E-03,+1.688449E+03,+4.215812E+06"
"2026-08-26T04:13:23.630Z","a","time","4","VOLT","9","9","0.001652513","5446.25064976796","0.014872617","1","false","24.625","4215812","+9.000000E+00,+1.652513E-03,+1.688644E+03,+4.215812E+06"
"2026-08-26T04:13:23.839Z","a","time","4","VOLT","9","9","0.001646882","5464.872407373449","0.014821938","1","false","24.834","4215812","+9.000000E+00,+1.646882E-03,+1.688854E+03,+4.215812E+06"
"2026-08-26T04:13:24.046Z","a","time","4","VOLT","9","9","0.001659118","5424.568957723321","0.014932062","1","false","25.041","4215812","+9.000000E+00,+1.659118E-03,+1.689055E+03,+4.215812E+06"
"2026-08-26T04:13:24.254Z","a","time","4","VOLT","9","9","0.00165889","5425.314517538836","0.01493001","1","false","25.249","4215812","+9.000000E+00,+1.658890E-03,+1.689253E+03,+4.215812E+06"
"2026-08-26T04:13:24.462Z","a","time","4","VOLT","9","9","0.001647401","5463.1507447184995","0.014826609","1","false","25.457","4215812","+9.000000E+00,+1.647401E-03,+1.689462E+03,+4.215812E+06"
"2026-08-26T04:13:24.669Z","a","time","4","VOLT","9","9","0.001647149","5463.986561021498","0.014824341000000001","1","false","25.664","4215812","+9.000000E+00,+1.647149E-03,+1.689658E+03,+4.215812E+06"
"2026-08-26T04:13:24.877Z","a","time","4","VOLT","9","9","0.001625933","5535.283434188248","0.014633397","1","false","25.872","4215812","+9.000000E+00,+1.625933E-03,+1.689865E+03,+4.215812E+06"
"2026-08-26T04:13:25.084Z","a","time","4","VOLT","9","9","0.001624468","5540.275339372643","0.014620212","1","false","26.08","4215812","+9.000000E+00,+1.624468E-03,+1.690074E+03,+4.215812E+06"
"2026-08-26T04:13:25.292Z","a","time","4","VOLT","9","9","0.001616678","5566.9712830879125","0.014550102","1","false","26.287","4215812","+9.000000E+00,+1.616678E-03,+1.690272E+03,+4.215812E+06"
"2026-08-26T04:13:25.500Z","a","time","4","VOLT","9","9","0.001629737","5522.363424282568","0.014667633","1","false","26.495","4215812","+9.000000E+00,+1.629737E-03,+1.690473E+03,+4.215812E+06"
"2026-08-26T04:13:25.708Z","a","time","4","VOLT","9","9","0.001609555","5591.607618254735","0.014485995","1","false","26.703","4215812","+9.000000E+00,+1.609555E-03,+1.690677E+03,+4.215812E+06"
"2026-08-26T04:13:25.916Z","a","time","4","VOLT","9","9","0.001616688","5566.936848668389","0.014550192","1","false","26.911","4215812","+9.000000E+00,+1.616688E-03,+1.690879E+03,+4.215812E+06"
"2026-08-26T04:13:26.123Z","a","time","4","VOLT","9","9","0.001612652","5580.86927619846","0.014513868","1","false","27.118","4215812","+9.000000E+00,+1.612652E-03,+1.691092E+03,+4.215812E+06"
"2026-08-26T04:13:26.332Z","a","time","4","VOLT","9","9","0.001597451","5633.975627421436","0.014377059","1","false","27.327","4215812","+9.000000E+00,+1.597451E-03,+1.691286E+03,+4.215812E+06"
"2026-08-26T04:13:26.539Z","a","time","4","VOLT","9","9","0.001591694","5654.353160846243","0.014325246","1","false","27.534","4215812","+9.000000E+00,+1.591694E-03,+1.691496E+03,+4.215812E+06"
"2026-08-26T04:13:26.747Z","a","time","4","VOLT","9","9","0.001588515","5665.668879425123","0.014296635","1","false","27.742","4215812","+9.000000E+00,+1.588515E-03,+1.691693E+03,+4.215812E+06"
"2026-08-26T04:13:26.954Z","a","time","4","VOLT","9","9","0.001603958","5611.119493153811","0.014435621999999999","1","false","27.949","4215812","+9.000000E+00,+1.603958E-03,+1.691896E+03,+4.215812E+06"
"2026-08-26T04:13:27.162Z","a","time","4","VOLT","9","9","0.001597481","5633.869823803851","0.014377329","1","false","28.157","4215812","+9.000000E+00,+1.597481E-03,+1.692106E+03,+4.215812E+06"
"2026-08-26T04:13:27.370Z","a","time","4","VOLT","9","9","0.001593062","5649.497634115935","0.014337557999999999","1","false","28.365","4215812","+9.000000E+00,+1.593062E-03,+1.692303E+03,+4.215812E+06"
"2026-08-26T04:13:27.577Z","a","time","4","VOLT","9","9","0.001569809","5733.181552660229","0.014128281","1","false","28.572","4215812","+9.000000E+00,+1.569809E-03,+1.692509E+03,+4.215812E+06"
"2026-08-26T04:13:27.785Z","a","time","4","VOLT","9","9","0.001569309","5735.008210620088","0.014123781","1","false","28.78","4215812","+9.000000E+00,+1.569309E-03,+1.692715E+03,+4.215812E+06"
"2026-08-26T04:13:27.993Z","a","time","4","VOLT","9","9","0.001581447","5690.99059279255","0.014233023","1","false","28.988","4215812","+9.000000E+00,+1.581447E-03,+1.692921E+03,+4.215812E+06"
"2026-08-26T04:13:28.201Z","a","time","4","VOLT","9","9","0.001579692","5697.3131471198185","0.014217228","1","false","29.196","4215812","+9.000000E+00,+1.579692E-03,+1.693118E+03,+4.215812E+06"
"2026-08-26T04:13:28.409Z","a","time","4","VOLT","9","9","0.001554747","5788.723181327895","0.013992723","1","false","29.404","4215812","+9.000000E+00,+1.554747E-03,+1.693321E+03,+4.215812E+06"
"2026-08-26T04:13:28.616Z","a","time","4","VOLT","9","9","0.001569301","5735.037446608395","0.014123709","1","false","29.611","4215812","+9.000000E+00,+1.569301E-03,+1.693528E+03,+4.215812E+06"
"2026-08-26T04:13:28.840Z","a","time","4","VOLT","9","9","0.001566569","5745.0389992397395","0.014099121000000001","1","false","29.835","4215812","+9.000000E+00,+1.566569E-03,+1.693739E+03,+4.215812E+06"
"2026-08-26T04:13:29.032Z","a","time","4","VOLT","9","9","0.001564292","5753.401538843132","0.014078628","1","false","30.027","4215812","+9.000000E+00,+1.564292E-03,+1.693933E+03,+4.215812E+06"
"2026-08-26T04:13:29.255Z","a","time","4","VOLT","9","9","0.001560989","5765.575542172302","0.014048901","1","false","30.25","4215812","+9.000000E+00,+1.560989E-03,+1.694145E+03,+4.215812E+06"
"2026-08-26T04:13:29.447Z","a","time","4","VOLT","9","9","0.001554259","5790.5407013888935","0.013988331","1","false","30.442","4215812","+9.000000E+00,+1.554259E-03,+1.694343E+03,+4.215812E+06"
"2026-08-26T04:13:29.671Z","a","time","4","VOLT","9","9","0.001551982","5799.03632902959","0.013967838","1","false","30.666","4215812","+9.000000E+00,+1.551982E-03,+1.694553E+03,+4.215812E+06"
"2026-08-26T04:13:29.878Z","a","time","4","VOLT","9","9","0.001531301","5877.355268493914","0.013781709000000001","1","false","30.873","4215812","+9.000000E+00,+1.531301E-03,+1.694759E+03,+4.215812E+06"
